Compound Name,IUPAC,Inchi,SMILES,CAS Number,DTXSID,Project ID (RISK-HUNT3R),Project ID (ONTOX),Project ID (PrecisionTox),Used in RISK-HUNT3R,Used in ONTOX,Used in PrecisionTox,Liver case-study (ONTOX),Kidney case-study (ONTOX),Developping Brain case-study (ONTOX),Included Cholestasis selection (Sept2022ONTOX),Included Steatosis selection (Sept2022ONTOX),Included Crystalopathy selection (Sept2022ONTOX),Included Tubular Necrosis selection (Sept2022ONTOX),Included CFD selection (Sept2022ONTOX),Included NTC selection (Sept2022ONTOX),Compound updated
Nitrate ion,nitrate,InChI=1S/NO3/c2-1(3)4/q-1,[N+](=O)([O-])[O-],14797-55-8,DTXSID5024217,,CMS-3710,,FALSE,TRUE,FALSE,,,Cognitive Function Defects,no,no,no,no,no,no,Jan/22
nitrofurazone,[(E)-(5-nitrofuran-2-yl)methylideneamino]urea,"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)/b8-3+",NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,59-87-0,DTXSID5020944,RH0035,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Nitromethane,2-ethoxyethyl (2Z)-2-cyano-2-[3-(3-methoxypropylamino)cyclohex-2-en-1-ylidene]acetate,"InChI=1S/C17H26N2O4/c1-3-22-10-11-23-17(20)16(13-18)14-6-4-7-15(12-14)19-8-5-9-21-2/h12,19H,3-11H2,1-2H3/b16-14-",CCOCCOC(=O)/C(=C\1/CCCC(=C1)NCCCOC)/C#N,1419401-88-9,DTXSID901019869,,CMS-251747,,FALSE,TRUE,FALSE,Cholestasis,,,no,no,no,no,no,no,Jan/22
Norethindrone,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one","InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,68-22-4,DTXSID9023380,RH0113,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Ochratoxin A,"(2S)-2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid","InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15+/m1/s1",C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl,303-47-9,DTXSID7021073,,CMS-1092,,FALSE,TRUE,FALSE,,,Neural Tube Defects,no,no,no,no,no,YES,Jan/22
Octrizole,"2-(benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol","InChI=1S/C20H25N3O/c1-19(2,3)13-20(4,5)14-10-11-18(24)17(12-14)23-21-15-8-6-7-9-16(15)22-23/h6-12,24H,13H2,1-5H3",CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,3147-75-9,DTXSID9027522,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Okadaic Acid,"(2R)-3-[(2S,6R,8S,11R)-2-[(E,2R)-4-[(2S,2'R,4R,4aS,6R,8aR)-4-hydroxy-2-[(1S,3S)-1-hydroxy-3-[(2S,3R,6S)-3-methyl-1,7-dioxaspiro[5.5]undecan-2-yl]butyl]-3-methylidenespiro[4a,7,8,8a-tetrahydro-4H-pyrano[3,2-b]pyran-6,5'-oxolane]-2'-yl]but-3-en-2-yl]-11-hydroxy-4-methyl-1,7-dioxaspiro[5.5]undec-4-en-8-yl]-2-hydroxy-2-methylpropanoic acid","InChI=1S/C44H68O13/c1-25-21-34(55-44(23-25)35(46)12-11-31(54-44)24-41(6,50)40(48)49)26(2)9-10-30-14-18-43(53-30)19-15-33-39(57-43)36(47)29(5)38(52-33)32(45)22-28(4)37-27(3)13-17-42(56-37)16-7-8-20-51-42/h9-10,23,26-28,30-39,45-47,50H,5,7-8,11-22,24H2,1-4,6H3,(H,48,49)/b10-9+/t26-,27-,28+,30+,31+,32+,33-,34+,35-,36-,37+,38+,39-,41-,42+,43-,44-/m1/s1",C[C@@H]1CC[C@]2(CCCCO2)O[C@@H]1[C@@H](C)C[C@@H]([C@@H]3C(=C)[C@H]([C@H]4[C@H](O3)CC[C@]5(O4)CC[C@@H](O5)/C=C/[C@@H](C)[C@@H]6CC(=C[C@@]7(O6)[C@@H](CC[C@H](O7)C[C@](C)(C(=O)O)O)O)C)O)O,78111-17-8,DTXSID60880002,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Omeprazole,"6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methylsulfinyl]-1H-benzimidazole","InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)",CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,73590-58-6,DTXSID6021080,,CMS-1096,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
Ondansetron,"9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one","InChI=1S/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3",CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,###############################################################################################################################################################################################################################################################,DTXSID8023393,RH0135,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Orlistat,"[(2S)-1-[(2S,3S)-3-hexyl-4-oxooxetan-2-yl]tridecan-2-yl] (2S)-2-formamido-4-methylpentanoate","InChI=1S/C29H53NO5/c1-5-7-9-11-12-13-14-15-16-18-24(34-29(33)26(30-22-31)20-23(3)4)21-27-25(28(32)35-27)19-17-10-8-6-2/h22-27H,5-21H2,1-4H3,(H,30,31)/t24-,25-,26-,27-/m0/s1",CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,96829-58-2,DTXSID8023395,,CMS-3174,,FALSE,TRUE,FALSE,,Crystalopathy,,no,no,YES,no,no,no,Jan/22
oxybutynin,4-(diethylamino)but-2-ynyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,"InChI=1S/C22H31NO3/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3",CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,5633-20-5,DTXSID0023406,RH0036,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Oxyfluorfen,2-chloro-1-(3-ethoxy-4-nitrophenoxy)-4-(trifluoromethyl)benzene,"InChI=1S/C15H11ClF3NO4/c1-2-23-14-8-10(4-5-12(14)20(21)22)24-13-6-3-9(7-11(13)16)15(17,18)19/h3-8H,2H2,1H3",CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,###############################################################################################################################################################################################################################################################,DTXSID7024241,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
paclobutrazol,"(2R,3R)-1-(4-chlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol","InChI=1S/C15H20ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-7,9-10,13-14,20H,8H2,1-3H3/t13-,14+/m1/s1",CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,76738-62-0,DTXSID2024242,RH0075,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Palmatine,"2,3,9,10-tetramethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium","InChI=1S/C21H22NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,9-12H,7-8H2,1-4H3/q+1",COc1ccc2cc-3[n+](cc2c1OC)CCc4c3cc(c(c4)OC)OC,3486-67-7,DTXSID9048065,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Pamidronate,(3-amino-1-hydroxy-1-phosphonopropyl)phosphonic acid,"InChI=1S/C3H11NO7P2/c4-2-1-3(5,12(6,7)8)13(9,10)11/h5H,1-2,4H2,(H2,6,7,8)(H2,9,10,11)",C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,40391-99-9,DTXSID4023414,RH0345,CMS-3191,,TRUE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
Pamoic acid,4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid,"InChI=1S/C23H16O6/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29/h1-10,24-25H,11H2,(H,26,27)(H,28,29)",C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,130-85-8,DTXSID9048984,RH0355,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Pantoprazole,"6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole","InChI=1S/C16H15F2N3O4S/c1-23-13-5-6-19-12(14(13)24-2)8-26(22)16-20-10-4-3-9(25-15(17)18)7-11(10)21-16/h3-7,15H,8H2,1-2H3,(H,20,21)",COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,102625-70-7,DTXSID4023416,,CMS-3193,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jun/22
Paraquat,1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium,"InChI=1S/C12H14N2/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12/h3-10H,1-2H3/q+2",C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,4685-14-7,DTXSID3034799,,CMS-7226,,FALSE,TRUE,FALSE,Cholestasis,,,no,no,no,no,no,no,Jan/22
Paraquat dichloride,1-methyl-4-(1-methylpyridin-1-ium-4-yl)pyridin-1-ium;dichloride,"InChI=1S/C12H14N2.2ClH/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12;;/h3-10H,1-2H3;2*1H/q+2;;/p-2",C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],1910-42-5,DTXSID7024243,,CMS-3722,,FALSE,TRUE,FALSE,Cholestasis,,Neural Tube Defects,YES,no,no,no,no,no,Jan/22
paraxanthine,"1,7-dimethyl-3H-purine-2,6-dione","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",CN1C=NC2=C1C(=O)N(C(=O)N2)C,611-59-6,DTXSID2052281,RH0429,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
PCB-118,"1,2,4-trichloro-5-(3,4-dichlorophenyl)benzene",InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,31508-00-6,DTXSID4032116,,CMS-6696,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
PCB-180,"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene",InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,35065-29-3,DTXSID6038299,,CMS-7771,,FALSE,TRUE,FALSE,,,Cognitive Function Defects,no,no,no,no,no,no,Jan/22
Pemetrexed,"(2S)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioic acid","InChI=1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)/t13-/m0/s1",C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,137281-23-3,DTXSID2048329,,CMS-45360,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jun/22
penconazole,"1-[2-(2,4-dichlorophenyl)pentyl]-1,2,4-triazole","InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3",CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,66246-88-6,DTXSID8042260,RH0078,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Penicillin,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)",CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(=O)O,61-33-6,DTXSID5046934,,CMS-11241,,FALSE,TRUE,FALSE,,Tubular Necrosis,,no,no,no,YES,no,no,Jun/22
Penicillin,"(2S,5R,6R)-3,3-dimethyl-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","InChI=1S/C16H20N2O3S/c1-16(2)13(15(20)21)18-9-11(14(18)22-16)17-12(19)8-10-6-4-3-5-7-10/h3-7,11,13-14H,8-9H2,1-2H3,(H,17,19)(H,20,21)/t11-,13+,14-/m1/s1",CC1([C@@H](N2C[C@H]([C@H]2S1)NC(=O)CC3=CC=CC=C3)C(=O)O)C,1406-05-09,DTXSID501017130,,CMS-15904,,FALSE,TRUE,FALSE,,Tubular Necrosis,,no,no,no,no,no,no,Jan/22
Penicillin VK,"potassium;(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate","InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)",CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(=O)O,132-98-9,DTXSID7021102,,CMS-1117,,FALSE,TRUE,FALSE,,,Developing brain (Neg_Oldselection),no,no,no,no,no,no,Sep/22
Penoxsulam,"2-(2,2-difluoroethoxy)-N-(5,8-dimethoxy-[1,2,4]triazolo[1,5-c]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide","InChI=1S/C16H14F5N5O5S/c1-29-10-6-22-15(30-2)26-13(10)23-14(24-26)25-32(27,28)12-8(16(19,20)21)4-3-5-9(12)31-7-11(17)18/h3-6,11H,7H2,1-2H3,(H,24,25)",COc1cnc(OC)n2nc(N[S](=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,219714-96-2,DTXSID0034803,,CMS-7227,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene","pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene",InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,205-99-2,DTXSID0023907,,CMS-3559,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Pentamidine,4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide,"InChI=1S/C19H24N4O2/c20-18(21)14-4-8-16(9-5-14)24-12-2-1-3-13-25-17-10-6-15(7-11-17)19(22)23/h4-11H,1-3,12-13H2,(H3,20,21)(H3,22,23)",C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,100-33-4,DTXSID7023431,,CMS-3207,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jun/22
Perchlorate,perchlorate,"InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)/p-1",[O-]Cl(=O)(=O)=O,14797-73-0,DTXSID6024252,,CMS-3729,,FALSE,TRUE,FALSE,,,Cognitive Function Defects,no,no,no,no,no,no,Jan/22
Perfluordecanoic acid,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecanoic acid","InChI=1S/C10HF19O2/c11-2(12,1(30)31)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)29/h(H,30,31)",C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,335-76-2,DTXSID3031860,,CMS-6659,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Perfluorohexane sulfonic acid,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid","InChI=1S/C6HF13O3S/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)23(20,21)22/h(H,20,21,22)",C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,355-46-4,DTXSID7040150,,CMS-6657,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Perfluorooctanesulfonic acid,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid","InChI=1S/C8HF17O3S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H,26,27,28)",C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1763-23-1,DTXSID3031864,,CMS-6663,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Perfluorooctanoic acid,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid","InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)",C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,335-67-1,DTXSID8031865,,CMS-6664,,FALSE,TRUE,FALSE,Steatosis,,,no,YES,no,no,no,no,Jan/22
Perfluoroundecanoic acid,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-henicosafluoroundecanoic acid","InChI=1S/C11HF21O2/c12-2(13,1(33)34)3(14,15)4(16,17)5(18,19)6(20,21)7(22,23)8(24,25)9(26,27)10(28,29)11(30,31)32/h(H,33,34)",C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,2058-94-8,DTXSID8047553,,CMS-72536,,FALSE,TRUE,FALSE,,,,no,no,no,no,no,no,Jan/22
permethrin,"(3-phenoxyphenyl)methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3",CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,52645-53-1,DTXSID8022292,RH0037,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
PF-543,[(2R)-1-[[4-[[3-(benzenesulfonylmethyl)-5-methylphenoxy]methyl]phenyl]methyl]pyrrolidin-2-yl]methanol,"InChI=1S/C27H31NO4S/c1-21-14-24(20-33(30,31)27-7-3-2-4-8-27)16-26(15-21)32-19-23-11-9-22(10-12-23)17-28-13-5-6-25(28)18-29/h2-4,7-12,14-16,25,29H,5-6,13,17-20H2,1H3/t25-/m1/s1",CC1=CC(=CC(=C1)OCC2=CC=C(C=C2)CN3CCC[C@@H]3CO)CS(=O)(=O)C4=CC=CC=C4,1415562-82-1,DTXSID90735359,RH0185,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
pHBA – para-hydroxybenzoic acid,4-hydroxybenzoic acid,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",C1=CC(=CC=C1C(=O)O)O,99-96-7,DTXSID3026647,RH0407,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Phenobarbital,"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione","InChI=1S/C12H12N2O3/c1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h3-7H,2H2,1H3,(H2,13,14,15,16,17)",CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,50-06-6,DTXSID5021122,RH0111,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
phenoxyacetic acid,2-phenoxyacetic acid,"InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",C1=CC=C(C=C1)OCC(=O)O,122-59-8,DTXSID9025873,RH0080,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
phenoxyethanol,2-phenoxyethanol,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",OCCOc1ccccc1,122-99-6,DTXSID9021976,RH0038,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Phenytoin,"5,5-diphenylimidazolidine-2,4-dione","InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,57-41-0,DTXSID8020541,RH0039,CMS-552,,TRUE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
pHHA – para-hydroxyhippuric acid,2-[(4-hydroxybenzoyl)amino]acetic acid,"InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13",C1=CC(=CC=C1C(=O)NCC(=O)O)O,2482-25-9,DTXSID50179518,RH0408,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Phthalate,phthalate,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)/p-2",C1=CC=C(C(=C1)C(=O)[O-])C(=O)[O-],3198-29-6,DTXSID8021484,,CMS-299625,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
PICLORAM,"4-amino-3,5,6-trichloropyridine-2-carboxylic acid","InChI=1S/C6H3Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h(H2,10,11)(H,12,13)",c1(c(c(nc(c1Cl)Cl)C(=O)O)Cl)N,01/02/1918,DTXSID1021160,,CMS-1172,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Picoxystrobin,methyl (E)-3-methoxy-2-[2-[[6-(trifluoromethyl)pyridin-2-yl]oxymethyl]phenyl]prop-2-enoate,"InChI=1S/C18H16F3NO4/c1-24-11-14(17(23)25-2)13-7-4-3-6-12(13)10-26-16-9-5-8-15(22-16)18(19,20)21/h3-9,11H,10H2,1-2H3/b14-11+",CO/C=C(\c1ccccc1COc2cccc(n2)C(F)(F)F)/C(=O)OC,117428-22-5,DTXSID9047542,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Pifithrin-Beta,"2-(4-methylphenyl)-5,6,7,8-tetrahydroimidazo[2,1-b][1,3]benzothiazole","InChI=1S/C16H16N2S/c1-11-6-8-12(9-7-11)13-10-18-14-4-2-3-5-15(14)19-16(18)17-13/h6-10H,2-5H2,1H3",CC1=CC=C(C=C1)C2=CN3C4=C(CCCC4)SC3=N2,60477-34-1,DTXSID301010190,RH0122,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Pinacyanol Iodide,(2E)-1-ethyl-2-[(E)-3-(1-ethylquinolin-1-ium-2-yl)prop-2-enylidene]quinoline;iodide,"InChI=1S/C25H25N2.HI/c1-3-26-22(18-16-20-10-5-7-14-24(20)26)12-9-13-23-19-17-21-11-6-8-15-25(21)27(23)4-2;/h5-19H,3-4H2,1-2H3;1H/q+1;/p-1",[I-].CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc4ccccc14,605-91-4,DTXSID9046576,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Pioglitazone,"5-[[4-[2-(5-ethylpyridin-2-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione","InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,111025-46-8,DTXSID3037129,,CMS-7580,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Polycyclic aromatic hydrocarbons,"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene",InChI=1S/C21H13N/c1-3-7-16-14(5-1)9-11-20-18(16)13-19-17-8-4-2-6-15(17)10-12-21(19)22-20/h1-13H,C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,130498-29-2,DTXSID3044043,,CMS-13457,,FALSE,TRUE,FALSE,,,Neural Tube Defects,no,no,no,no,no,no,Jan/22
ponceau 4R,"trisodium;7-hydroxy-8-[(4-sulfonatonaphthalen-1-yl)diazenyl]naphthalene-1,3-disulfonate","InChI=1S/C20H14N2O10S3.3Na/c23-16-7-5-11-9-12(33(24,25)26)10-18(35(30,31)32)19(11)20(16)22-21-15-6-8-17(34(27,28)29)14-4-2-1-3-13(14)15;;;/h1-10,23H,(H,24,25,26)(H,27,28,29)(H,30,31,32);;;/q;3*+1/p-3",C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C(C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+],2611-82-7,DTXSID9021213,RH0051,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
